title,year,runtime,genres
Selection Day,2018,25,drama comedy sport
Sur Sapata,2019,128,drama comedy sport
Handsome Devil,2017,95,drama comedy sport european
GLOW,2017,34,drama comedy sport reality
Bobby Jasoos,2014,121,drama comedy thriller
Manson Family Vacation,2015,85,drama comedy thriller
Insatiable,2018,46,drama comedy thriller
Ashes of Love,2018,43,drama comedy thriller fantasy romance
War Machine,2017,122,drama comedy war
The Return of the Prodigal Son,1976,124,drama crime
In Defense of a Married Man,1990,94,drama crime
Damini,1993,180,drama crime
Blow,2001,124,drama crime
Shor in the City,2011,107,drama crime
The Boss: Anatomy of a Crime,2014,98,drama crime
Close Your Eyes Before Its Dark,2016,84,drama crime
Gbomo Gbomo Express,2015,97,drama crime
Crooked House,2017,115,drama crime
Narcos: Mexico,2018,56,drama crime
Bad Blood,2017,46,drama crime
Innocent,2017,51,drama crime
Rivers Edge,2018,118,drama crime
The Yard,2018,108,drama crime
Lowriders,2017,99,drama crime
Shepherds and Butchers,2017,106,drama crime
Blood Pact,2018,60,drama crime
The Judgement,2018,48,drama crime
Crossroads: One Two Jaga,2018,80,drama crime
King of Boys,2018,169,drama crime
Justice: Qalb Al Adala,2017,37,drama crime
Unbelievable,2019,48,drama crime
Calm with Horses,2020,100,drama crime
Criminal: Germany,2019,44,drama crime
Delhi Crime,2019,27,drama crime
Jamtara – Sabka Number Ayega,2020,29,drama crime
Street Flow,2019,96,drama crime
The Writer,2019,34,drama crime
Tijuana,2019,41,drama crime
Graceful Friends,2020,68,drama crime
Òlòtūré,2019,106,drama crime
The Defected,2019,42,drama crime
Gangubai Kathiawadi,2022,157,drama crime
The Unforgivable,2021,112,drama crime
The Turning Point,2021,98,drama crime
The White Tiger,2021,125,drama crime
7 Prisoners,2021,93,drama crime
Juvenile Justice,2022,61,drama crime
The Unlikely Murderer,2021,46,drama crime
The Kingdom,2021,47,drama crime
Monster,2021,98,drama crime
How I Fell in Love with a Gangster,2022,179,drama crime
Bonnie and Clyde,1967,110,drama crime action
Gangaajal,2003,157,drama crime action
The Paper,2016,48,drama crime action
Kabir Singh,2019,172,drama crime action romance
Kaminey,2009,135,drama crime action thriller
Cairo Station,1958,77,drama crime comedy
Smoking,2018,24,drama crime comedy
Dead to Me,2019,31,drama crime comedy
High Seas,2019,45,drama crime comedy
Once Upon a Time in America,1984,229,drama crime european
Peaky Blinders,2013,58,drama crime european
Bonnie & Clyde,2013,240,drama crime european
Bordertown,2016,59,drama crime european
Divines,2016,105,drama crime european
Ultraviolet,2017,46,drama crime european
Illegal Woman,2020,119,drama crime european
Victim Number 8,2018,30,drama crime fantasy action thriller
King of Thieves,2018,108,drama crime history
A Twelve-Year Night,2018,122,drama crime history european
21,2008,123,drama crime history thriller
The Irishman,2019,209,drama crime history thriller
Highway,2014,133,drama crime romance
Honeytrap,2015,93,drama crime romance
Madame Claude,2021,112,drama crime romance
Mollys Game,2017,140,drama crime sport
Khoon Khoon,1973,131,drama crime thriller
Menace II Society,1993,97,drama crime thriller
The Generals Daughter,1999,116,drama crime thriller
Nightmare in Columbia County,1991,100,drama crime thriller
The Blacklist,2013,43,drama crime thriller
Wentworth,2013,46,drama crime thriller
1983,2018,57,drama crime thriller
The A List,2018,27,drama crime thriller
Baazaar,2018,140,drama crime thriller
Undercover,2019,49,drama crime thriller
Quicksand,2019,46,drama crime thriller
Who Killed Sara?,2021,41,drama crime thriller
Gone for Good,2021,49,drama crime thriller
Elite Short Stories: Guzmán Caye Rebe,2021,12,drama crime thriller
Yara,2021,95,drama crime thriller
Elite Short Stories: Omar Ander Alexis,2021,12,drama crime thriller
Sivaji: The Boss,2007,189,drama crime thriller action
Fugitiva,2018,90,drama crime thriller action
L.A.s Finest,2019,47,drama crime thriller action comedy
Empire State,2013,94,drama crime thriller action european
Apaches,2018,67,drama crime thriller action european
Batman: The Killing Joke,2016,72,drama crime thriller animation action
Aquarius,2015,43,drama crime thriller european
Everybody Knows,2018,132,drama crime thriller european
Liars Dice,2013,104,drama crime thriller family
Bully,2011,92,drama documentation
Satyagraha,2013,152,drama documentation
Cristina,2016,39,drama documentation
Ayana,2017,112,drama documentation
The Social Dilemma,2020,94,drama documentation
Framing John DeLorean,2019,109,drama documentation
Unstoppable,2020,34,drama documentation
The Last Forest,2021,74,drama documentation
Alma Matters: Inside the IIT Dream,2021,51,drama documentation
Atelier,2015,69,drama documentation comedy
Tell Me When,2020,96,drama documentation comedy
Mike Birbiglia: My Girlfriends Boyfriend,2013,75,drama documentation comedy romance
Operation Varsity Blues: The College Admissions Scandal,2021,100,drama documentation crime
Big Eyes,2014,106,drama documentation crime romance
Fireworks,2017,90,drama documentation fantasy romance scifi family animation
#AnneFrank. Parallel Stories,2019,92,drama documentation history
The Last Days,1998,87,drama documentation war
The Beguiled,2017,93,drama documentation war thriller
Awakenings,1990,120,drama european
Sankofa,1993,124,drama european
Borgen,2010,58,drama european
Swades,2004,189,drama european
Ezra,2007,105,drama european
Falafel,2006,80,drama european
The Butler,2013,132,drama european
Heritages,2014,96,drama european
Giraffada,2014,85,drama european
7 Years,2016,77,drama european
Boyka: Undisputed IV,2016,87,drama european
Marseille,2016,46,drama european
Much Loved,2015,108,drama european
Belgica,2016,127,drama european
The Lion Woman,2016,126,drama european
Layla M.,2016,98,drama european
Clair Obscur,2016,100,drama european
Roma,2018,135,drama european
Cable Girls,2017,50,drama european
The Other Side of the Wind,2018,122,drama european
Brain on Fire,2017,95,drama european
Girl,2018,105,drama european
And Breathe Normally,2018,95,drama european
Rock my Heart,2017,105,drama european
The Tree of Blood,2018,130,drama european
Uncertain Glory,2017,115,drama european
Joy,2018,99,drama european
Forgive Us Our Debts,2018,104,drama european
Up Among the Stars,2018,86,drama european
On My Skin,2018,100,drama european
Sundays Illness,2018,113,drama european
Into the Wind,2018,76,drama european
The Life Ahead,2020,94,drama european
The Kindness of Strangers,2019,112,drama european
Cuties,2020,96,drama european
System Crasher,2019,118,drama european
Brother,2019,96,drama european
The Hater,2020,135,drama european
Seventeen,2019,99,drama european
Paris Is Us,2019,83,drama european
Who Would You Take to a Deserted Island?,2019,93,drama european
Adú,2020,119,drama european
The Match,2020,96,drama european
The Body Remembers When the World Broke Open,2019,105,drama european
Vicky and Her Mystery,2021,84,drama european
My Führer,2007,89,drama european comedy war
Zozo,2005,105,drama european family war
Even the Rain,2010,104,drama european history
The Girl King,2015,106,drama european history romance
The Other,1999,106,drama european romance
By the Sea,2015,122,drama european romance
Olmo and the Seagull,2015,90,drama european romance family documentation
The Railway Man,2013,116,drama european war romance
Free Willy,1993,112,drama family
Heartland,2007,44,drama family
Like Stars on Earth,2007,165,drama family
Rabun,2003,90,drama family
The Dream Job,2016,44,drama family
Anne with an E,2017,46,drama family
My Mister,2018,79,drama family
Pinky Memsaab,2018,124,drama family
Dhh,2018,128,drama family
Northern Rescue,2019,43,drama family
Paava Kadhaigal,2020,118,drama family
Cemaras Family,2019,110,drama family
Rescued by Ruby,2022,93,drama family
Blue Miracle,2021,95,drama family
Dive Club,2021,0,drama family
Tribhanga,2021,95,drama family
Rip Tide,2017,85,drama family action thriller
Heidi,2015,27,drama family animation european
Annie,1982,127,drama family comedy
Kuselan,2008,160,drama family comedy
Sam & Cat,2013,24,drama family comedy
Dad Wanted,2020,102,drama family comedy
Ordinary World,2016,86,drama family comedy music
Raising the Bar,2017,93,drama family documentation sport
The Blue Umbrella,2005,90,drama family fantasy comedy
Kartini: Princess of Java,2017,118,drama family history european
Invader ZIM: Enter the Florpus,2019,71,drama family horror action fantasy animation comedy scifi thriller
The Queen of Flow,2018,45,drama family music
Secrets of Summer,2022,30,drama family music
Part-Time Idol,2017,40,drama family music comedy
One Day Well Talk About Today,2020,121,drama family music documentation
Little Women,1994,115,drama family romance
Vivah,2006,175,drama family romance
Tango with Me,2010,104,drama family romance
A Week Away,2021,94,drama family romance
The Resurrection of Gavin Stone,2017,91,drama family romance comedy
In Good Hands,2022,104,drama family romance comedy
The Next Karate Kid,1994,107,drama family romance sport action
On Children,2018,100,drama family scifi
Soul Surfer,2011,112,drama family sport
A Second Chance,2011,90,drama family sport
Going for Gold,2018,89,drama family sport
Skater Girl,2021,107,drama family sport
Dreamer: Inspired By a True Story,2005,106,drama family sport fantasy
Na Bangaaru Talli,2014,116,drama family thriller crime
Reign,2013,42,drama fantasy
The Young Messiah,2016,120,drama fantasy
Mowgli: Legend of the Jungle,2018,105,drama fantasy
Living in Bondage: Breaking Free,2019,140,drama fantasy
Baxu and the Giants,2019,29,drama fantasy
Ip Man,2008,108,drama fantasy action history
Seis Manos,2019,26,drama fantasy animation action crime
Sun Dogs,2017,93,drama fantasy comedy
October Faction,2020,41,drama fantasy horror scifi
Before I Wake,2016,97,drama fantasy horror thriller
Girl from Nowhere,2018,44,drama fantasy horror thriller crime
Errementari: The Blacksmith and the Devil,2018,98,drama fantasy horror thriller european
The Sound of Magic,2022,69,drama fantasy music
Big Fish,2003,125,drama fantasy romance
The Beauty Inside,2018,68,drama fantasy romance
Live Up To Your Name,2017,69,drama fantasy romance
Who Rules The World,2022,44,drama fantasy romance
anohana: The Flower We Saw That Day,2011,23,drama fantasy romance animation
Another Miss Oh,2016,69,drama fantasy romance comedy
The Knight Before Christmas,2019,92,drama fantasy romance comedy
The Lake House,2006,105,drama fantasy romance documentation
Eggnoid: Love & Time Portal,2019,102,drama fantasy romance scifi
Cargo,2019,113,drama fantasy scifi
Satria Heroes: Revenge of the Darkness,2017,92,drama fantasy scifi action
La Révolution,2020,46,drama fantasy thriller action
How I Became a Super Hero,2020,97,drama fantasy thriller action comedy scifi
Invisible City,2021,36,drama fantasy thriller crime
Luna Nera,2020,45,drama fantasy thriller scifi
Suffragette,2015,106,drama history
Tokyo Trial,2016,49,drama history
Cathedral of the Sea,2018,57,drama history
Victoria & Abdul,2017,112,drama history
The Most Hated Woman in America,2017,91,drama history
Te Ata,2017,105,drama history
Hollywood,2020,50,drama history
The Spy,2019,53,drama history
Radium Girls,2020,102,drama history
The Boy Who Harnessed the Wind,2019,113,drama history
The Best of Enemies,2019,133,drama history
The Bonfire of Destiny,2019,50,drama history
Self Made: Inspired by the Life of Madam C.J. Walker,2020,47,drama history
Dance of the Forty One,2020,99,drama history
DNA,2020,90,drama history
This Earth of Mankind,2019,181,drama history
Against the Ice,2022,102,drama history
Dirty Lines,2022,46,drama history
The Dig,2021,112,drama history
The Legend of Bhagat Singh,2002,155,drama history action
Parmanu: The Story of Pokhran,2018,129,drama history action
Ip Man 4: The Finale,2019,107,drama history action
Thackeray,2019,139,drama history action
Thieves of the Wood,2018,47,drama history action thriller comedy documentation
When They See Us,2019,74,drama history crime
Somos.,2021,47,drama history crime
The Square,2013,88,drama history documentation
Call the Midwife,2012,56,drama history european
The Crown,2016,56,drama history european
Charité,2017,49,drama history european
Giant,2017,114,drama history european
Milada,2017,130,drama history european
Hymn of Death,2018,45,drama history music romance
The Butterflys Dream,2013,138,drama history romance
The Princess Weiyoung,2016,45,drama history romance
The Rise of Phoenixes,2018,45,drama history romance
The Borgias,2011,51,drama history romance crime
Sergio,2020,118,drama history romance documentation
Ophelia,2019,106,drama history romance thriller war
The King,2019,140,drama history romance war
Versailles,2015,54,drama history romance war documentation comedy european
83,2021,163,drama history sport
Ip Man 2,2010,108,drama history sport action
The Coldest Game,2019,104,drama history sport thriller european
The Trial of the Chicago 7,2020,130,drama history thriller
Oktoberfest: Beer & Blood,2020,48,drama history thriller
Munich: The Edge of War,2022,129,drama history thriller
Glória,2021,44,drama history thriller
Gun City,2018,127,drama history thriller action crime european
Coven,2020,92,drama history thriller horror action
Dunkirk,2017,107,drama history thriller war action european
Seven Years in Tibet,1997,136,drama history war
First They Killed My Father,2017,136,drama history war
The Shadow in My Eye,2021,107,drama history war
The Last Samurai,2003,154,drama history war action
Roman Empire,2016,48,drama history war documentation
Age of Samurai: Battle for Japan,2021,43,drama history war documentation action
1898: Our Last Men in the Philippines,2016,130,drama history war european
Fear Street: Part Two - 1978,2021,109,drama horror
White Girl,2016,88,drama horror crime
Nightmare Teacher,2016,16,drama horror thriller
Two Sentence Horror Stories,2017,22,drama horror thriller
Detention,2020,49,drama horror thriller
Menendez: The Day of the Lord,2020,93,drama horror thriller
Fever Dream,2021,93,drama horror thriller
Aileen Wuornos: American Boogeywoman,2021,85,drama horror thriller
Animas,2018,83,drama horror thriller animation european
Slasher,2016,46,drama horror thriller crime
Tabula Rasa,2017,52,drama horror thriller european
Time Share,2018,96,drama horror thriller european
Rock On!!,2008,144,drama music
Tony Manero,2008,97,drama music
Get on Up,2014,139,drama music
ABCD,2013,136,drama music
The Get Down,2016,62,drama music
Tariqi: My Way,2015,42,drama music
Nicky Jam: El Ganador,2018,44,drama music
Secret Superstar,2017,150,drama music
El Potro: lo mejor del amor,2018,122,drama music
The Disciple,2020,128,drama music
Selena: The Series,2020,38,drama music
Patsy & Loretta,2019,88,drama music
45 RPM,2019,57,drama music
Sarvam Thaala Mayam,2019,133,drama music
Savage Rhythm,2022,38,drama music
The Dirt,2019,108,drama music comedy
Right Here Right Now,2018,89,drama music comedy european
Skylines,2019,60,drama music crime documentation reality
Paradise Lost,2018,110,drama music documentation
What are the Odds?,2019,92,drama music documentation
Qila,1998,160,drama music family
Wild Tango,1993,124,drama music romance
The Breakup Playlist,2015,117,drama music romance
Lara and the Beat,2018,137,drama music romance
Chance Pe Dance,2010,121,drama music romance comedy
The Girl From the Song,2017,102,drama music romance european
Into the Beat,2020,102,drama music romance european
My Fair Lady,1964,170,drama music romance family
The Eddy,2020,58,drama music thriller
Bonus Family,2017,44,drama reality family comedy documentation music european
Endless Love,1981,116,drama romance
Disco Dancer,1982,134,drama romance
Dil Se..,1998,163,drama romance
Chaahat,1996,155,drama romance
Mann,1999,174,drama romance
Greys Anatomy,2005,49,drama romance
Closer,2004,94,drama romance
Love Happens,2009,109,drama romance
Kabhi Khushi Kabhie Gham,2001,210,drama romance
Guzaarish,2010,126,drama romance
Kabhi Alvida Naa Kehna,2006,193,drama romance
Autumns Concerto,2009,58,drama romance
A Perfect Ending,2012,110,drama romance
A Beautiful Life,2011,122,drama romance
Copenhagen,2014,98,drama romance
Effie Gray,2014,85,drama romance
Loving,2016,123,drama romance
Degrassi: Next Class,2016,24,drama romance
Collateral Beauty,2016,97,drama romance
Ok Kanmani,2015,139,drama romance
Love O2O,2016,45,drama romance
I Am Michael,2015,98,drama romance
Fitoor,2016,131,drama romance
My Sunshine,2015,45,drama romance
Best Lover,2016,45,drama romance
Barcelona: A Love Untold,2016,132,drama romance
Singles Villa,2015,45,drama romance
Newness,2017,112,drama romance
Just Between Lovers,2017,73,drama romance
Our Souls at Night,2017,101,drama romance
Something in the Rain,2018,70,drama romance
Bangkok Love Stories 2: Innocence,2018,47,drama romance
Love and Fortune,2018,69,drama romance
Love Daily,2018,18,drama romance
Taramani,2017,150,drama romance
Here to Heart,2018,45,drama romance
Strongest Deliveryman,2017,55,drama romance
Music Teacher,2018,101,drama romance
Listen,2017,109,drama romance
Verses of Love 2,2017,125,drama romance
Exes Baggage,2018,104,drama romance
