title,year,imdb,tmdb,genre
Graceful Friends,2020,0,8.8,drama
Rhyme Time Town,2020,7.5,8.2,animation
Hunter in the Blue Side of Manchester,2020,5.8,0,drama
Sakho & Mangane,2019,6.5,7,action
Bhaag Beanie Bhaag,2020,0,7.7,drama
Romance Doll,2020,0,5.5,drama
Sitara,2019,8,7.1,drama
Torbaaz,2020,7,7.6,drama
Sam Jay: 3 in the Morning,2020,6.4,6.5,comedy
Feo pero Sabroso,2019,4.3,6.9,comedy
Nothing to Lose 2,2019,3.8,0,drama
Manmadhudu 2,2019,4.8,6,comedy
After the Raid,2019,0,5,documentation
Kevin Hart's Guide to Black History,2019,5.5,5.4,comedy
Crazy Awesome Teachers,2020,6.2,5.3,comedy
Oh! Baby,2019,0,6.8,fantasy
ReMastered: The Lion's Share,2019,6.9,6.8,music
ReMastered: Massacre at the Stadium,2019,7.2,7.7,documentation
Iliza Shlesinger: Unveiled,2019,6.5,6.5,comedy
Door Ke Darshan,2020,0,5.2,drama
Motichoor Chaknachoor,2019,5.8,6.7,comedy
The Match,2020,0,5.7,drama
Any Crybabies Around?,2020,6,5,drama
Free Rein: Valentine's Day,2019,0,7.4,romance
Hasmukh,2020,5.3,7,crime
Bulletproof 2,2020,3.5,6.8,crime
The Body,2019,5.5,5.7,thriller
A Little Thing Called First Love,2019,8,9.2,comedy
A Choo,2020,5.4,5,comedy
You Are My Home,2020,0,7.3,family
Uyare,2019,8.1,7.7,drama
Eeb Allay Ooo!,2020,7.2,8,drama
The House of Flowers Presents: The Funeral,2019,0,6.9,comedy
Spookley and the Christmas Kittens,2019,0,0,animation
Axone,2019,6.9,5.6,drama
Twogether,2020,8.4,0,reality
Choked: Paisa Bolta Hai,2020,5.7,6.7,drama
Tiffany Haddish Presents: They Ready,2019,6.5,6.2,comedy
Afonso Padilha: Classless,2020,6.9,8.4,comedy
Irandam Ulagaporin Kadaisi Gundu,2019,7.2,6.3,drama
A Queen Is Born,2020,5.9,10,reality
Antoine Griezmann: The Making of a Legend,2019,6.5,7.1,documentation
Mundina Nildana,2019,6.2,6,romance
A Go! Go! Cory Carson Halloween,2020,6.3,7.3,family
Go! The Unforgettable Party,2019,5,7.7,music
Scarecrow,2019,0,5.3,comedy
Edoardo Ferrario: Temi Caldi,2019,6.4,7,comedy
Sky Tour: The Movie,2020,8.8,0,documentation
Tiffany Haddish: Black Mitzvah,2019,6.2,6.3,comedy
Birders,2019,0,6.8,documentation
Sing On! Spain,2020,6,8.5,music
Aziza,2019,0,7,comedy
Sillu Karupatti,2019,8,7.4,drama
Michelle Buteau: Welcome to Buteaupia,2020,0,6.9,comedy
The Lost Okoroshi,2020,5.8,7.3,action
Cooked With Cannabis,2020,6.5,0,reality
Kappela,2020,7.5,0,comedy
Adam Devine: Best Time of Our Lives,2019,5.9,6.5,comedy
Mo Gilligan: Momentum,2019,6.3,5.3,comedy
Uncovered,2019,4.8,0,drama
London Hughes: To Catch A D*ck,2020,4.7,6.6,comedy
Kandasamys: The Wedding,2019,6,8.4,comedy
Velvet Coleccin: Grand Finale,2020,7.2,4,comedy
Dark City Beneath the Beat,2020,6.7,7,music
Redemption,2019,6,6.8,action
Mi amigo Alexis,2019,5.1,6.3,comedy
Oldsters,2020,0,0,comedy
Citation,2020,6.1,7.4,thriller
Voices of Fire,2020,6.8,8,music
Hot Gimmick: Girl Meets Boy,2019,0,6.2,romance
Larry Charles' Dangerous World of Comedy,2019,7.3,6,documentation
Whindersson Nunes: Adulto,2019,7,8.1,comedy
No hay tiempo para la vergenza,2019,5.7,10,reality
Bhangra Paa Le,2020,6.2,5.8,music
Anelka: Misunderstood,2020,6.4,6.5,documentation
Fadily Camara: La plus drle de tes copines,2019,5.7,6.3,comedy
Saverio Raimondo: Il Satiro Parlante,2019,5.6,5.9,comedy
Thambi,2019,0,6.4,thriller
ñlt?r,2019,5.5,6.1,drama
La Vocera,2020,7.2,8,documentation
Money Trap,2019,6,5.7,crime
Kill Me If You Dare,2019,4.4,4.2,comedy
Seriously Single,2020,4.4,7.1,romance
Legend Quest: Masters of Myth,2019,7.6,10,action
Badanamu Stories,2020,3.4,0,animation
Super Monsters: Vida's First Halloween,2019,5.9,5,animation
Alex Fernndez: The Best Comedian in the World,2020,6.2,7.5,comedy
Still Laugh-In: The Stars Celebrate,2019,5.2,5.5,comedy
Asura Guru,2020,3.2,0,crime
Hong Kong West Side Stories,2019,5.7,8.3,drama
Lift Like a Girl,2020,7.8,7,documentation
Wanted - Matloubin,2019,7.2,0,comedy
Francesco De Carlo: Cose di Questo Mondo,2019,6.3,7,comedy
Gone,2020,7.1,0,horror
Charlie's Colorforms City,2019,7,8.5,animation
The Legend of White Snake,2019,7.4,9,scifi
A Family Reunion Christmas,2019,5.8,6.1,comedy
Miss India,2020,0,5.2,drama
Mayday Life,2019,6.7,8,documentation
Voiceless,2020,6.8,0,thriller
Mujeres arriba,2020,3.8,7.5,comedy
Ricardo Quevedo: los amargados somos ms,2019,7.3,7.7,comedy
Bangkok Love Stories: Plead,2019,7.3,9,drama
Guna 369,2019,6.7,5,romance
RattleSnake: The Ahanna Story,2020,5.3,0,drama
Dino Girl Gauko,2019,6.6,9,animation
La & I,2019,6.5,5.9,documentation
Bookmarks: Celebrating Black Voices,2020,5,8,family
Hikaru Utada Laughter in the Dark Tour 2018,2019,8.3,8,documentation
The Netflix Afterparty: The Best Shows of The Worst Year,2020,0,6,documentation
George Lopez: We'll Do It for Half,2020,5.7,5.6,comedy
Spirit Riding Free: Spirit of Christmas,2019,5.2,7,animation
Maska,2020,5.8,6,comedy
Sexy Central,2019,0,5,comedy
The Letter Reader,2019,0,6.8,drama
Class of '83,2020,5.8,5.6,crime
True: Wuzzle Wegg Day,2020,0,0,animation
The Car: Road to Revenge,2019,4,6.5,thriller
Vir Das: For India,2020,7.7,8.3,comedy
Mike Epps: Only One Mike,2019,4.7,6.6,comedy
Revenge of the Pontianak,2019,5.3,5.2,romance
Night on Earth: Shot in the Dark,2020,7.8,7.4,documentation
Love and Fury,2020,6.8,0,documentation
Thomas & Friends: Marvelous Machinery,2020,6.1,2,family
Thomas & Friends: Digs & Discoveries,2019,0,7.5,animation
The Path of the Anaconda,2019,6.8,6.7,documentation
Quam's Money,2020,0,4,action
Super Monsters: The New Class,2020,0,6.5,animation
Aaviri,2019,4,4,thriller
Chaman Bahar,2020,7,5.3,drama
Dorasani,2019,5.8,4,drama
StarBeam: Halloween Hero,2020,0,8,animation
Kaake Da Viyah,2019,5,6,comedy
Yeh Ballet,2020,7.5,7.7,drama
Super Monsters Furever Friends,2019,5.7,6.2,fantasy
Super Monsters Back to School,2019,6.2,6.3,animation
Whipped,2020,0,6.4,romance
Cairo's Class,2019,0,8,drama
Marjoun and the Flying Headscarf,2019,6.8,0,drama
Arashi's Diary: Voyage,2019,7.7,9.5,documentation
True: Friendship Day,2020,6.8,10,animation
Go! Go! Cory Carson: The Chrissy,2020,0,6,animation
Maradona's Legs,2019,0,8.5,drama
Bombay Rose,2019,6.2,6.7,romance
Thottappan,2019,6.9,6,drama
Luccas Neto em: Uma Bab Muito Esquisita,2019,3,7.1,comedy
I'm Leaving Now,2019,6.5,6,documentation
Spirit Riding Free: Ride Along Adventure,2020,5.9,8.7,animation
Encounters,2019,0,0,comedy
El lmite infinito,2020,0,1,documentation
Fan Girl,2020,6.7,7.6,drama
122,2019,6.2,5.9,horror
A Trash Truck Christmas,2020,5.5,6.5,animation
Lugar de Mulher,2019,4.7,10,comedy
Mighty Little Bheem: Festival of Colors,2020,7.2,0,animation
The Zoya Factor,2019,4.2,5.8,romance
Mere Pyare Prime Minister,2019,6.8,7.2,drama
Daniel Sosa: Maleducado,2019,6.1,6.6,comedy
A Thousand Goodnights,2019,8,4.9,drama
Red Snow,2019,4.6,5,drama
Ibrahim: A Fate to Define,2019,7.5,0,documentation
To Be of Service,2019,7.3,5.7,documentation
It Takes a Lunatic,2019,6.6,5.6,documentation
What are the Odds?,2019,5.3,6,drama
Omo Ghetto: The Saga,2020,7.2,5.5,comedy
The App,2019,2.7,2.9,scifi
Amit Tandon: Family Tandoncies,2020,7,6.7,comedy
Belmonte,2019,6.1,5.4,drama
40 Sticks,2020,6.7,6,thriller
An Unremarkable Christmas,2020,3.2,6.7,comedy
Who's the Boss,2020,5.6,4,comedy
Love Like the Falling Rain,2020,4.9,6.2,drama
Bombairiya,2019,4.5,7.5,crime
Kilometers and Kilometers,2020,6.4,5.6,drama
Love for Sale 2,2019,7,7.1,drama
Liss Pereira: Reteniendo Liquidos,2019,6.4,7.1,comedy
Los Tigres del Norte at Folsom Prison,2019,7,5.8,documentation
Cops and Robbers,2020,6.9,7,animation
Nailed It! Germany,2020,5.7,10,reality
Sarvam Thaala Mayam,2019,7.6,7.2,drama
Miranda Sings Live... Your Welcome,2019,5.5,5.7,comedy
Jeff Garlin: Our Man in Chicago,2019,5.9,6.3,comedy
Hope Ranch,2020,4.3,6.7,family
Six Windows in the Desert,2020,4.3,10,drama
Isa Pa with Feelings,2019,7.9,7.4,comedy
Scams,2019,6.4,6.7,action
Kasanova,2019,6.7,9.5,romance
Reframe THEATER EXPERIENCE with you,2020,0,7,music
K. D.,2019,8.5,7.6,drama
Zulu Man in Japan,2020,0,0,documentation
We Are One,2020,4.6,5.8,documentation
Cuddle Weather,2019,0,4.6,drama
Small Chops,2020,2.9,0,drama
Finding Agnes,2020,4.9,5.5,drama
Elf Pets: Santa's Reindeer Rescue,2020,0,5,animation
Rhys Nicholson: Live at the Athenaeum,2020,7.6,7.7,comedy
Perfume Imaginary Museum ÒTime WarpÓ,2020,6.5,7,music
Pegasus,2019,6.3,6.4,comedy
Kannum Kannum Kollaiyadithaal,2020,7.7,6.8,comedy
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,2019,0,6,documentation
Nailed It! France,2019,6.4,8.5,reality
GIMS: On the Record,2020,6.8,7.3,music
Bangkok Buddies,2019,6.8,10,comedy
Leyla Everlasting,2020,3.7,3.5,comedy
Bigflo & Oli: Hip Hop Frenzy,2020,6.7,7.1,documentation
27 Steps of May,2019,8.1,8.6,drama
Pinky Malinky,2019,5.8,5,comedy
Single Slipper Size - 7,2019,8.4,8.3,drama
Wave of Cinema: Filosofi Kopi,2020,0,0,documentation
The Charming Stepmom,2019,7.8,10,family
Mallesham,2019,8.3,7.6,drama
Deon Cole: Cole Hearted,2019,6.9,6.5,comedy
15 August,2019,5.8,7,romance
Sab el-Burumbah,2019,5.5,5.6,comedy
Mehandi Circus,2019,7.4,6.1,drama
David Batra: Elephant in The Room,2020,5.9,8,comedy
A New York Christmas Wedding,2020,5.3,5.8,drama
Sanitation Day,2020,3.3,0,thriller
The Millions,2019,5.5,0,comedy
One Day We'll Talk About Today,2020,7.4,7.8,drama
Once Upon a Time in Lingjian Mountain,2019,7.5,7.7,action
The Perfect Picture: Ten Years Later,2019,6.2,0,comedy
Dreamy Eyes,2019,0,6.9,romance
True: Terrific Tales,2020,5.7,9,animation
The Beginning of Life 2: Outside,2020,8.1,8.5,documentation
Arsenio Hall: Smart and Classy,2019,0,5.9,comedy
Somewhere Only We Know,2019,7.3,9,drama
Fukrey Boyzzz: Space Mein Fukrapanti,2020,7.8,0,animation
Motu Patlu in the Game of Zones,2020,0,10,fantasy
Wira,2019,0,5.4,drama
Anitta: Made in Honrio,2020,6.8,5.5,documentation
True: Winter Wishes,2019,0,6.4,animation
In the Bosom of a Thorn,2019,7.3,0,drama
Answer for Heaven,2019,0,9,comedy
All Because of You,2020,4.2,6.6,comedy
Uriyadi 2,2019,7.1,6.9,thriller
The End,2019,0,0,crime
Guddiyan Patole,2019,7,9.3,comedy
Albert  Pinto Ko Gussa Kyun Aata Hai?,2019,5.5,4,drama
Maniyarayile Ashokan,2020,4.7,3.6,drama
Futmalls.com,2020,6.4,10,thriller
Valentino,2020,5.2,6.5,comedy
Chippa,2019,6.4,5,drama
A Go! Go! Cory Carson Summer Camp,2020,0,2.7,animation
American Factory: A Conversation with the Obamas,2019,0,5.5,documentation
4th Republic,2019,6.2,8,thriller
A Tale of Two Kitchens,2019,6.5,6.6,documentation
Mokalik (Mechanic),2019,6.2,5.3,comedy
The Body Remembers When the World Broke Open,2019,7,7.3,drama
2 Weeks in Lagos,2019,6.6,0,romance
The Claudia Kishi Club,2020,0,4.7,documentation
Kids on the Block,2019,5.7,5,comedy
J-Style Trip,2020,4.9,7.5,reality
Horrid Henry's Gross Day Out,2020,6.1,1,animation
Soulmate,2020,0,5.8,romance
The Knight and the Princess,2019,5.9,0,comedy
After Maria,2019,0,5.5,documentation
Penalty,2019,5.3,5,sport
3 Logical Exits,2020,0,0,documentation
The 9th Precinct,2019,5.6,6.4,fantasy
Malaal,2019,5.9,5.3,romance
The Magic School Bus Rides Again: The Frizz Connection,2020,0,7.7,animation
Evvarikee Cheppoddu,2019,7.2,7,drama
Nasha Natasha,2020,6.4,6.7,documentation
Super Monsters Save Christmas,2019,4.8,6,animation
Luckee,2019,4.7,5,comedy
Kalek Shanab,2019,0,0,comedy
Amsterdam to Anatolia,2019,0,6,thriller
Marked,2019,0,0,documentation
Kambili: The Whole 30 Yards,2020,6.6,0,romance
Saavat,2019,6.6,7,thriller
Finding Hubby,2020,0,3,comedy
PNL - Dans la lgende tour,2020,0,6.2,documentation
Krutant,2019,6.4,0,drama
??Online,2019,5.5,10,drama
This Earth of Mankind,2019,6.9,7.3,drama
Holy Expectations,2019,5.2,6.5,comedy
Classmates Minus,2020,7.1,7.5,comedy
Masameer: The Movie,2020,5.9,6.2,comedy
Sethum Aayiram Pon,2019,7.2,6,family
Super Monsters: Dia de los Monsters,2020,0,7.6,animation
The App That Stole Christmas,2020,3.7,4.5,drama
Ali & Alia,2019,5,0,romance
Tee Shot: Ariya Jutanugarn,2019,0,6.2,drama
True: Tricky Treat Day,2019,0,7,animation
Time Out,2019,5.9,0,comedy
Unroyal,2020,0,0,drama
Park Na-rae: Glamour Warning,2019,0,5.8,comedy
Sleepless Society NYCTOPHOBIA,2019,5.5,9.3,drama
Ave Maryam,2019,7,6.1,romance
Chico Bon Bon and the Very Berry Holiday,2020,5.9,5.8,family
Uncle Naji in UAE,2019,5,10,comedy
Tarung Sarung,2020,6.3,7.4,drama
Mauricio Meirelles: Generating Chaos,2020,0,7.7,comedy
Lola Igna,2019,7.2,8,drama
Vir Das: Outside in - The Lockdown Special,2020,6.5,6.8,comedy
Kenny Sebastian: The Most Interesting Person in the Room,2020,6.2,6.9,comedy
We Are Legends,2019,5.1,5,action
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,0,0,documentation
Fate of Alakada,2020,7,10,comedy
Rooting for Roona,2020,0,7.4,documentation
A Go! Go! Cory Carson Christmas,2020,6.3,6.9,animation
Your Excellency,2019,6.6,0,comedy
Elevator Baby,2019,6.9,5,comedy
Andre and His Olive Tree,2020,6.6,5,documentation
Nenjamundu Nermaiyundu Odu Raja,2019,6.1,5.5,comedy
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",2019,0,7,documentation
Namaste Wahala,2020,5.2,7.7,comedy
Super Monsters: Santa's Super Monster Helpers,2020,4.5,7.7,animation
True: Rainbow Rescue,2020,0,10,animation
High End Yaariyaan,2019,5.8,7.5,romance
Nimbe: The Movie,2019,5.9,0,drama
In Paradox,2019,5,4,thriller
Mohamed Hussein,2019,0,7.2,comedy
The Panti Sisters,2019,5.6,4.6,comedy
Baxu and the Giants,2019,0,0,drama
Luccas Neto in: Children's Day,2019,2.5,8.6,comedy
Ratones Paranoicos: The Band That Rocked Argentina,2019,0,0,documentation
The American Game,2019,0,5,comedy
Holiday Home Makeover with Mr. Christmas,2020,5.8,6.8,reality
Uma Maheswara Ugra Roopasya,2020,0,6.8,drama
Wave of Cinema: Generasi 90an,2020,0,0,music
Nailed It! Spain,2019,0,7.1,reality
Generasi 90an: Melankolia,2020,0,7,drama
Wave of Cinema: Surat Dari Timur,2020,0,0,music
Buddi,2020,7.1,10,fantasy
I'm Glad I Did,2020,8.4,9.1,documentation
RK Nagar,2019,5.1,4,comedy
Ladies Up,2020,4.3,8,reality
Kings of Jo'Burg,2020,5.6,8,crime
Si Doel the Movie 2,2019,7,7.3,romance
My Stupid Boss 2,2019,6.6,5.4,comedy
I'm with the Band: Nasty Cherry,2019,0,7.2,reality
Mariposa,2020,7.7,0,drama
The House Arrest of Us,2020,5.6,0,comedy
The Smart Money Woman,2020,6.4,2,drama
The Book of Sun,2020,0,8.1,thriller
Kaagar,2019,6.2,0,crime
Four Sisters Before the Wedding,2020,6.3,0,drama
Extreme Engagement,2019,5.6,8,reality
Fary: Hexagone,2020,6.2,7,comedy
Carlos Almaraz: Playing with Fire,2019,7.5,7,documentation
True Tunes,2019,8,10,family
Awon Boyz,2019,0,0,documentation
Bypass Road,2019,5.4,5.3,thriller
Rakkhosh,2019,4.9,6.1,horror
Hamid,2019,7.7,7,drama
Children of Adam,2020,7.8,8.5,action
Word Party Songs,2020,3.6,10,animation
A Home with a View,2019,5.9,6,comedy
Cemara's Family,2019,7.8,8.4,drama
Three Thieves,2019,0,0,comedy
100% Halal,2020,0,0,drama
Dear Affy,2020,0,0,romance
David A. Arnold Fat Ballerina,2020,7.4,4.7,comedy
I Have A Script,2019,0,10,drama
Alone/Together,2019,6.8,7.1,drama
Between Maybes,2019,6.2,4,drama
Sur Sapata,2019,7.4,8.5,drama
Si Doel the Movie 3,2020,6.7,0,drama
Mama Drama,2020,6.3,0,drama
The Defected,2019,7.4,9,drama
Tuna Girl,2019,6.1,6.5,drama
The Wedding Shaman,2019,7.1,6.5,romance
Dilan 1991,2019,6.8,6.8,drama
She Is,2019,5.8,0,drama
Bhai - Vyakti Ki Valli 2,2019,7.8,8,comedy
Elf Pets: A Fox Cub's Christmas Tale,2019,4.7,2,animation
This Lady Called Life,2020,6.8,0,drama
One Take,2020,5.9,0,documentation
Chhota Bheem Ka Roosi Romanch,2019,0,0,animation
#FriendButMarried 2,2020,6.9,7.5,drama
Luccas Neto in: Summer Camp,2019,2.8,8.4,comedy
Girl's Revenge,2020,5.7,5.1,drama
Kolaiyuthir Kaalam,2019,2.6,4.2,thriller
Sakaling Maging Tayo,2019,7.1,8,comedy
Story of Kale: When Someone's in Love,2020,6.4,7,drama
Mighty Little Bheem: Diwali,2019,7.7,10,comedy
The Girl and the Gun,2019,0,6.1,thriller
Born Beautiful,2019,5.5,5.7,comedy
Milea,2020,6.4,5.7,romance
Stunt School,2019,4.4,4,comedy
What the Love! with Karan Johar,2020,0,7,reality
A Perfect Day for Arsenide,2020,5,0,drama
Anatomy of a Scandal,2022,7,7.8,drama
Heartstopper,2022,8.9,8.9,drama
The Pentaverate,2022,6.1,0,comedy
Our Great National Parks,2022,0,8.1,documentation
Inventing Anna,2022,6.8,6.8,drama
The Adam Project,2022,6.7,7,drama
Operation Mincemeat,2022,6.9,6.7,drama
The Power of the Dog,2021,6.9,6.8,drama
Pieces of Her,2022,6.4,6.6,crime
Choose or Die,2022,4.7,5.3,thriller
Metal Lords,2022,6.7,6.8,drama
Conversations with a Killer: The John Wayne Gacy Tapes,2022,7.2,7.8,crime
The Bubble,2022,4.7,4.9,comedy
White Hot: The Rise & Fall of Abercrombie & Fitch,2022,5.6,5.7,documentation
Pacific Rim: The Black,2021,7,8.4,animation
Vikings: Valhalla,2022,7.1,8.1,war
Arcane,2021,9.1,9.1,action
Windfall,2022,5.7,5.3,thriller
Hold Tight,2022,6.1,7.2,crime
Bad Vegan: Fame. Fraud. Fugitives.,2022,5.8,5.1,crime
Midnight Mass,2021,7.7,7.6,action
Don't Look Up,2021,7.2,7.2,scifi
Murderville,2022,6.9,5.9,crime
Clark,2022,7.5,7.1,comedy
The Ultimatum: Marry or Move On,2022,5.4,7,reality
Apollo 10?:  A Space Age Childhood,2022,7.3,7.1,comedy
Hard Cell,2022,6.1,5.5,comedy
The Woman in the House Across the Street from the Girl in the Window,2022,6.3,7.2,crime
Archive 81,2022,7.3,7.4,scifi
Peter Rabbit 2: The Runaway,2021,6.2,7.3,fantasy
Jimmy Savile: A British Horror Story,2022,6.7,7.1,crime
Squid Game,2021,8,7.8,action
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,6.2,6.3,documentation
Black Crab,2022,5.6,6.2,war
Yakamoz S-245,2022,6.1,7.2,scifi
Bubble,2022,6.5,7.8,scifi
The Lost Daughter,2021,6.7,6.6,drama
365 Days: This Day,2022,2.5,5.6,romance
Welcome To Eden,2022,4.9,0,drama
The Mitchells vs. the Machines,2021,7.6,8,animation
Red Notice,2021,6.3,6.8,comedy
Stay Close,2021,6.9,7.2,crime
Maid,2021,8.4,7.9,drama
The Marked Heart,2022,6.3,6.8,thriller
Meltdown: Three Mile Island,2022,7,6.3,documentation
Shadow and Bone,2021,7.6,8.2,scifi
Lupin,2021,7.5,7.9,crime
The Alpinist,2021,8,7.7,documentation
The Guardians of Justice,2022,0,6.5,scifi
The Harder They Fall,2021,6.5,6.7,action
Our Father,2022,0,6.1,crime
Against the Ice,2022,6.5,6.8,drama
Brand New Cherry Flavor,2021,7.1,6.9,thriller
David Spade: Nothing Personal,2022,0,7,comedy
Human Resources,2022,7.2,6.8,comedy
All of Us Are Dead,2022,7.5,8.5,action
Heirs to the Land,2022,7,5.6,comedy
The House,2022,6.8,7,animation
Return to Space,2022,7.3,6.3,documentation
The Weekend Away,2022,5.6,5.9,thriller
Behind Her Eyes,2021,7.2,7.6,drama
Gangubai Kathiawadi,2022,7,7.7,drama
Is It Cake?,2022,5.7,7.6,reality
Along for the Ride,2022,6,6.8,romance
The Andy Warhol Diaries,2022,7.7,7.6,documentation
The Colony,2021,5.4,5.6,scifi
Rescued by Ruby,2022,7.1,7.1,drama
The Cuphead Show!,2022,7.5,8.1,family
The Takedown,2022,5.7,5.6,crime
Diana: The Musical,2021,4.3,5.8,drama
Cowboy Bebop,2021,6.6,6.9,scifi
The Hand of God,2021,7.4,7.6,drama
The 7 Lives of Lea,2022,7.5,7.7,drama
The Unforgivable,2021,7.1,7.5,drama
The Guilty,2021,6.3,6.4,drama
Coming Home in the Dark,2021,5.7,5.9,horror
The Tinder Swindler,2022,7.2,7.1,crime
The Silent Sea,2021,6.9,8,horror
Sweet Tooth,2021,7.8,8,scifi
Till Death,2021,5.8,6.5,horror
Clickbait,2021,7.2,7.6,thriller
Worst Roommate Ever,2022,8.1,7.6,crime
Hellbound,2021,6.6,7.6,scifi
In from the Cold,2022,6.2,7.6,drama
Silverton Siege,2022,6.1,6.9,drama
Komi Can't Communicate,2021,7.8,7.6,drama
Tomorrow,2022,7.7,9.3,drama
Bullsh*t the Game Show,2022,0,7,reality
Munich: The Edge of War,2022,6.8,7,drama
Ginny & Georgia,2021,7.4,8.1,drama
Texas Chainsaw Massacre,2022,4.8,5.1,thriller
Passing,2021,6.7,6.4,drama
Downfall: The Case Against Boeing,2022,7.4,7.2,documentation
Inside Job,2021,7.6,8.2,comedy
Dirty Lines,2022,7.3,8.3,drama
Trivia Quest,2022,5.6,5.7,family
Army of Thieves,2021,6.4,6.9,comedy
Gunpowder Milkshake,2021,6,6.4,action
Captain Nova,2021,5.5,6.6,scifi
The Sparks Brothers,2021,7.8,7.2,documentation
The Chair,2021,7.2,7.1,drama
The Trip,2021,6.9,6.7,comedy
Sex/Life,2021,5.4,0,drama
The Chestnut Man,2021,7.7,7.7,crime
Outlaws,2021,6.9,7,crime
Army of the Dead,2021,5.7,6.3,horror
My Liberation Notes,2022,8.4,8,drama
jeen-yuhs,2022,8.1,7,documentation
True Story,2021,7.5,7.2,drama
14 Peaks: Nothing Is Impossible,2021,7.8,7.5,documentation
Halston,2021,7.5,7.3,drama
Anxious People,2021,6.8,6.4,crime
Bo Burnham: Inside,2021,8.7,8.3,comedy
Young Royals,2021,8.3,8.9,drama
Hold Your Breath: The Ice Dive,2022,0,6.7,documentation
Oxygen,2021,6.5,6.6,horror
The Shadow in My Eye,2021,7.3,7.6,drama
Resident Evil: Infinite Darkness,2021,5.8,7.9,action
Our Blues,2022,7.7,9,drama
The Serpent,2021,7.6,7.6,drama
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,2021,7.9,0,documentation
Hit & Run,2021,7.1,7.5,action
Blood Sisters,2022,0,0,crime
Wild Babies,2022,0,0,documentation
Bigbug,2022,5.4,5.4,scifi
Trust No One: The Hunt for the Crypto King,2022,6.3,5.8,crime
Murder Among the Mormons,2021,7,7.3,crime
Kate,2021,6.2,6.7,action
Worth,2021,6.8,6.8,history
Katla,2021,7,7.2,scifi
The Last Bus,2022,5,8.1,scifi
Cracow Monsters,2022,5.5,6.7,scifi
The Puppet Master: Hunting the Ultimate Conman,2022,7,6.7,crime
Twenty Five Twenty One,2022,8.7,8.6,drama
Today We Fix the World,2022,6.2,6.6,drama
Nightbooks,2021,5.7,6.4,fantasy
Firefly Lane,2021,7.4,7.7,drama
Furioza,2021,6.2,6.2,action
The Billion Dollar Code,2021,8,8.3,drama
Last Man Down,2021,5,6.3,thriller
Rumspringa - Ein Amish in Berlin,2022,5.3,5.9,drama
No One Gets Out Alive,2021,5.3,6,thriller
The Woman in the Window,2021,5.7,6.1,thriller
Radhe Shyam,2022,6.9,5.4,romance
The Principles of Pleasure,2022,4.7,7.3,documentation
Honeymoon With My Mother,2022,5.8,6.3,comedy
Attenborough's Life in Colour,2021,8.2,7.6,documentation
Home Team,2022,6,6.8,comedy
The Turning Point,2021,7,6.6,drama
Making Fun,2022,7,7,reality
Christina P: Mom Genes,2022,0,8,comedy
The Irregulars,2021,5.9,7.6,crime
After We Fell,2021,4.6,7.1,drama
My Name,2021,7.8,8.4,thriller
Hypnotic,2021,5.3,6.1,horror
Turning Point: 9/11 and the War on Terror,2021,8,7.4,war
Yaksha: Ruthless Operations,2022,6.2,6.2,action
The Vault,2021,6.4,5.9,action
How to Become a Tyrant,2021,7.4,7.4,war
A Farewell to Ozark,2022,0,0,documentation
The Taming of the Shrewd,2022,4.6,5,romance
Who Killed Sara?,2021,6.4,7.7,drama
The Innocent,2021,7.8,7.8,crime
Masters of the Universe: Revelation,2021,5.2,7,scifi
The Dig,2021,7.1,6.9,drama
Maya and the Three,2021,8.1,7.7,comedy
Aftermath,2021,5.3,6.5,horror
Night Stalker: The Hunt for a Serial Killer,2021,7.5,7.4,crime
The Girl from Oslo,2021,6.3,7.5,drama
Samurai Rabbit: The Usagi Chronicles,2022,6.6,6.7,action
Taylor Tomlinson: Look at You,2022,7.3,7.2,comedy
The Witcher: Nightmare of the Wolf,2021,7.2,7.7,fantasy
Prayers for the Stolen,2021,7.3,7.9,drama
There's Someone Inside Your House,2021,4.8,5.6,thriller
Zone 414,2021,4.9,5.5,thriller
Vincenzo,2021,8.4,8.8,action
The One,2021,6.6,6.9,crime
Blood Red Sky,2021,6.1,7.1,fantasy
The Fable: The Killer Who Doesn't Kill,2021,6.8,6.7,comedy
The Starling,2021,6.3,7.2,comedy
Feria: The Darkest Light,2022,5.7,7,scifi
Intrusion,2021,5.3,6,drama
My Little Pony: A New Generation,2021,6.8,7.9,fantasy
Cosmic Sin,2021,2.5,4.2,scifi
Midnight at the Pera Palace,2022,7.1,7.2,crime
VOIR,2021,6.8,7.2,documentation
Beast,2022,6.8,5.5,thriller
Kingdom: Ashin of the North,2021,7.2,7.5,action
Jupiter's Legacy,2021,6.7,7.3,scifi
The Summit of the Gods,2021,7.5,7.9,animation
Vivo,2021,6.7,7.6,comedy
The Ice Road,2021,5.6,7.1,thriller
Robin Robin,2021,7.2,7.1,animation
Chris Distefano: Speshy Weshy,2022,0,8,comedy
Fear Street: Part One - 1994,2021,6.2,6.8,horror
Brazen,2022,4,4.9,thriller
Smother-In-Law,2022,0,10,comedy
